"No.","Time","Source","Destination","Protocol","Length","Info"
"214","1.549704","161.69.25.95","10.12.14.191","TLSv1.2","60","Change Cipher Spec"
"215","1.549845","161.69.25.95","10.12.14.191","TLSv1.2","99","Encrypted Handshake Message"
"216","1.549885","10.12.14.191","161.69.25.95","TCP","54","53584  >  443 [ACK] Seq=520 Ack=6004 Win=131072 Len=0"
"217","1.550761","10.12.14.191","161.69.25.95","TLSv1.2","217","Application Data"
"218","1.552545","10.12.14.191","10.6.0.108","DNS","75","Standard query 0xecc4 A in.appcenter.ms"
"219","1.560214","10.6.0.108","10.12.14.191","DNS","209","Standard query response 0xecc4 A in.appcenter.ms CNAME in2-prod-east-us2-23fa330.trafficmanager.net CNAME in2-gw2-02-ede6f06e.eastus2.cloudapp.azure.com A 52.232.222.105"
"220","1.562079","10.12.14.191","52.232.222.105","TCP","66","53585  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"221","1.584032","10.12.14.191","10.12.255.255","NBNS","92","Name query NB WPAD<00>"
"222","1.584107","10.12.14.191","10.12.255.255","NBNS","92","Name query NB WPAD<00>"
"223","1.584154","10.12.14.191","10.12.255.255","NBNS","92","Name query NB WPAD<00>"
"224","1.616071","10.12.14.191","10.12.255.255","NBNS","92","Name query NB WPAD<00>"
"225","1.631205","10.12.14.191","10.12.255.255","NBNS","92","Name query NB WPAD<00>"
"226","1.631323","10.12.14.191","10.12.255.255","NBNS","92","Name query NB WPAD<00>"
"227","1.631361","10.12.14.191","10.12.255.255","NBNS","92","Name query NB WPAD<00>"
"228","1.783452","52.232.222.105","10.12.14.191","TCP","66","443  >  53585 [SYN, ACK] Seq=0 Ack=1 Win=8190 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"229","1.783699","10.12.14.191","52.232.222.105","TCP","54","53585  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"230","1.818680","161.69.25.95","10.12.14.191","TCP","54","443  >  53584 [ACK] Seq=6004 Ack=683 Win=7936 Len=0"
"231","1.820834","161.69.25.95","10.12.14.191","TLSv1.2","83","[TCP Previous segment not captured] , Ignored Unknown Record"
"232","1.820906","10.12.14.191","161.69.25.95","TCP","66","[TCP Dup ACK 216#1] 53584  >  443 [ACK] Seq=683 Ack=6004 Win=131072 Len=0 SLE=7464 SRE=7493"
"233","1.821046","161.69.25.95","10.12.14.191","TCP","1514","[TCP Out-Of-Order] 443  >  53584 [ACK] Seq=6004 Ack=683 Win=7936 Len=1460"
"234","1.821103","10.12.14.191","161.69.25.95","TCP","54","53584  >  443 [ACK] Seq=683 Ack=7493 Win=131328 Len=0"
"235","1.823311","161.69.25.95","10.12.14.191","TLSv1.2","83","[TCP Previous segment not captured] , Ignored Unknown Record"
"236","1.823379","10.12.14.191","161.69.25.95","TCP","66","[TCP Dup ACK 234#1] 53584  >  443 [ACK] Seq=683 Ack=7493 Win=131328 Len=0 SLE=8953 SRE=8982"
"237","1.823792","161.69.25.95","10.12.14.191","TCP","1514","[TCP Out-Of-Order] 443  >  53584 [ACK] Seq=7493 Ack=683 Win=7936 Len=1460"
"238","1.823885","10.12.14.191","161.69.25.95","TCP","54","53584  >  443 [ACK] Seq=683 Ack=8982 Win=131328 Len=0"
"239","1.825402","161.69.25.95","10.12.14.191","TLSv1.2","543","Application Data"
"240","1.828912","10.12.14.191","10.6.0.122","NBNS","110","Refresh NB DESKTOP-KEQCOJS<00>"
"241","1.832721","10.12.14.191","184.25.3.185","TCP","54","53582  >  443 [RST, ACK] Seq=1442 Ack=74235 Win=0 Len=0"
"242","1.833771","10.12.14.191","161.69.25.95","TCP","54","53584  >  443 [RST, ACK] Seq=683 Ack=9471 Win=0 Len=0"
"243","1.833849","10.12.14.191","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"244","1.833993","10.12.14.191","184.51.95.244","TCP","54","53583  >  443 [RST, ACK] Seq=493 Ack=15492 Win=0 Len=0"
"245","1.834276","fe80::f053:5c87:768b:d8e8","ff02::fb","MDNS","90","Standard query 0x0000 A wpad.local, ""QM"" question"
"246","1.865668","10.12.14.191","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"247","1.865961","fe80::f053:5c87:768b:d8e8","ff02::fb","MDNS","90","Standard query 0x0000 A wpad.local, ""QM"" question"
"248","1.866359","10.12.14.191","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"249","1.866581","fe80::f053:5c87:768b:d8e8","ff02::fb","MDNS","90","Standard query 0x0000 A wpad.local, ""QM"" question"
"250","1.881739","10.12.14.191","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"251","1.882125","fe80::f053:5c87:768b:d8e8","ff02::fb","MDNS","90","Standard query 0x0000 A wpad.local, ""QM"" question"
"252","1.882439","10.12.14.191","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"253","1.882633","fe80::f053:5c87:768b:d8e8","ff02::fb","MDNS","90","Standard query 0x0000 A wpad.local, ""QM"" question"
"254","1.882870","10.12.14.191","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"255","1.883057","fe80::f053:5c87:768b:d8e8","ff02::fb","MDNS","90","Standard query 0x0000 A wpad.local, ""QM"" question"
"256","1.883360","10.12.14.191","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"257","1.883566","fe80::f053:5c87:768b:d8e8","ff02::fb","MDNS","90","Standard query 0x0000 A wpad.local, ""QM"" question"
"258","1.883803","10.12.14.191","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"259","1.883996","fe80::f053:5c87:768b:d8e8","ff02::fb","MDNS","90","Standard query 0x0000 A wpad.local, ""QM"" question"
"260","1.884268","10.12.14.191","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"261","1.884498","fe80::f053:5c87:768b:d8e8","ff02::fb","MDNS","90","Standard query 0x0000 A wpad.local, ""QM"" question"
"262","1.885693","10.12.14.191","10.12.255.255","NBNS","92","Name query NB ZMSHMLCTUG<00>"
"263","1.885707","10.12.14.191","10.12.255.255","NBNS","92","Name query NB VPLKGTFZUHKFRT<00>"
"264","1.885756","10.12.14.191","10.12.255.255","NBNS","92","Name query NB LTQACPQQ<00>"
"265","1.885935","10.12.14.191","224.0.0.251","MDNS","80","Standard query 0x0000 A vplkgtfzuhkfrt.local, ""QM"" question"
"266","1.886087","10.12.14.191","10.6.0.108","DNS","75","Standard query 0x854e A play.google.com"
"267","1.886196","fe80::f053:5c87:768b:d8e8","ff02::fb","MDNS","100","Standard query 0x0000 A vplkgtfzuhkfrt.local, ""QM"" question"
"268","1.886464","10.12.14.191","224.0.0.251","MDNS","74","Standard query 0x0000 A ltqacpqq.local, ""QM"" question"
"269","1.886663","fe80::f053:5c87:768b:d8e8","ff02::fb","MDNS","94","Standard query 0x0000 A ltqacpqq.local, ""QM"" question"
"270","1.886739","fe80::f053:5c87:768b:d8e8","ff02::1:3","LLMNR","94","Standard query 0xefdf A vplkgtfzuhkfrt"
"271","1.886876","10.12.14.191","224.0.0.251","MDNS","76","Standard query 0x0000 A zmshmlctug.local, ""QM"" question"
"272","1.886894","10.12.14.191","224.0.0.252","LLMNR","74","Standard query 0xefdf A vplkgtfzuhkfrt"
"273","1.887030","fe80::f053:5c87:768b:d8e8","ff02::fb","MDNS","96","Standard query 0x0000 A zmshmlctug.local, ""QM"" question"
"274","1.887109","fe80::f053:5c87:768b:d8e8","ff02::1:3","LLMNR","88","Standard query 0xc310 A ltqacpqq"
"275","1.887200","10.12.14.191","224.0.0.251","MDNS","80","Standard query 0x0000 A vplkgtfzuhkfrt.local, ""QM"" question"
"276","1.887255","10.12.14.191","224.0.0.252","LLMNR","68","Standard query 0xc310 A ltqacpqq"
"277","1.887367","fe80::f053:5c87:768b:d8e8","ff02::fb","MDNS","100","Standard query 0x0000 A vplkgtfzuhkfrt.local, ""QM"" question"
"278","1.887440","fe80::f053:5c87:768b:d8e8","ff02::1:3","LLMNR","90","Standard query 0x45b2 A zmshmlctug"
"279","1.887564","10.12.14.191","224.0.0.251","MDNS","74","Standard query 0x0000 A ltqacpqq.local, ""QM"" question"
"280","1.887686","10.12.14.191","224.0.0.252","LLMNR","70","Standard query 0x45b2 A zmshmlctug"
"281","1.887695","fe80::f053:5c87:768b:d8e8","ff02::fb","MDNS","94","Standard query 0x0000 A ltqacpqq.local, ""QM"" question"
"282","1.888024","10.12.14.191","224.0.0.251","MDNS","76","Standard query 0x0000 A zmshmlctug.local, ""QM"" question"
"283","1.888194","fe80::f053:5c87:768b:d8e8","ff02::fb","MDNS","96","Standard query 0x0000 A zmshmlctug.local, ""QM"" question"
"284","1.890829","10.6.0.108","10.12.14.191","DNS","91","Standard query response 0x854e A play.google.com A 216.58.221.46"
"285","1.891476","10.12.14.191","216.58.221.46","TCP","66","53586  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"286","1.897336","216.58.221.46","10.12.14.191","TCP","66","443  >  53586 [SYN, ACK] Seq=0 Ack=1 Win=8190 Len=0 MSS=1330 WS=256 SACK_PERM=1"
"287","1.897460","10.12.14.191","216.58.221.46","TCP","54","53586  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0"
"288","1.897769","10.12.14.191","216.58.221.46","TLSv1.3","639","Client Hello"
"289","1.900960","216.58.221.46","10.12.14.191","TCP","54","443  >  53586 [ACK] Seq=1 Ack=586 Win=130560 Len=0"
"290","1.975882","10.12.14.191","224.0.0.251","MDNS","194","Standard query response 0x0000 SRV 0 0 7250 DESKTOP-KEQCOJS.local TXT"
"291","1.976157","fe80::f053:5c87:768b:d8e8","ff02::fb","MDNS","214","Standard query response 0x0000 SRV 0 0 7250 DESKTOP-KEQCOJS.local TXT"
"292","2.024329","216.58.221.46","10.12.14.191","TCP","54","[TCP Dup ACK 289#1] 443  >  53586 [ACK] Seq=1 Ack=586 Win=130560 Len=0"
"293","2.025815","216.58.221.46","10.12.14.191","TLSv1.3","266","Server Hello, Change Cipher Spec, Application Data"
"294","2.026233","10.12.14.191","216.58.221.46","TLSv1.3","118","Change Cipher Spec, Application Data"
"295","2.026442","10.12.14.191","216.58.221.46","TLSv1.3","140","Application Data"
"296","2.026757","10.12.14.191","216.58.221.46","TLSv1.3","1323","Application Data"
"297","2.026872","10.12.14.191","216.58.221.46","TLSv1.3","930","Application Data"
"298","2.092200","216.58.221.46","10.12.14.191","TLSv1.3","634","Application Data, Application Data"
"299","2.092442","10.12.14.191","216.58.221.46","TLSv1.3","85","Application Data"
"300","2.092645","216.58.221.46","10.12.14.191","TLSv1.3","85","Application Data"
"301","2.092646","216.58.221.46","10.12.14.191","TCP","54","[TCP Keep-Alive] 443  >  53586 [ACK] Seq=823 Ack=2881 Win=128512 Len=0"
"302","2.092646","216.58.221.46","10.12.14.191","TCP","54","443  >  53586 [ACK] Seq=793 Ack=2881 Win=128512 Len=0"
"303","2.092682","10.12.14.191","216.58.221.46","TCP","54","53586  >  443 [ACK] Seq=2912 Ack=824 Win=130816 Len=0"
"304","2.092716","10.12.14.191","216.58.221.46","TCP","54","[TCP Dup ACK 303#1] 53586  >  443 [ACK] Seq=2912 Ack=824 Win=130816 Len=0"
"305","2.138835","74.125.68.189","10.12.14.191","TLSv1.2","106","Application Data"
"306","2.155997","216.58.221.46","10.12.14.191","TCP","54","443  >  53586 [ACK] Seq=824 Ack=2912 Win=128512 Len=0"
"307","2.163602","216.58.221.46","10.12.14.191","TLSv1.3","584","Application Data"
"308","2.164525","216.58.221.46","10.12.14.191","TLSv1.3","347","Application Data"
"309","2.164589","10.12.14.191","216.58.221.46","TCP","54","53586  >  443 [ACK] Seq=2912 Ack=1647 Win=131584 Len=0"
"310","2.167635","216.58.221.46","10.12.14.191","TLSv1.3","162","Application Data"
"311","2.168251","216.58.221.46","10.12.14.191","TLSv1.3","93","Application Data"
"312","2.168299","10.12.14.191","216.58.221.46","TCP","54","53586  >  443 [ACK] Seq=2912 Ack=1794 Win=131328 Len=0"
"313","2.168372","10.12.14.191","216.58.221.46","TLSv1.3","93","Application Data"
"314","2.179169","10.12.14.191","74.125.68.189","TCP","54","53057  >  443 [ACK] Seq=1 Ack=53 Win=510 Len=0"
"315","2.232755","216.58.221.46","10.12.14.191","TCP","54","443  >  53586 [ACK] Seq=1794 Ack=2951 Win=128512 Len=0"
"316","2.247861","10.12.14.191","52.114.158.50","TCP","66","53587  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"317","2.248496","10.12.14.191","52.114.158.50","TCP","66","53588  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"318","2.251518","52.114.158.50","10.12.14.191","TCP","66","443  >  53587 [SYN, ACK] Seq=0 Ack=1 Win=8190 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"319","2.251587","10.12.14.191","52.114.158.50","TCP","54","53587  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"320","2.251788","10.12.14.191","52.114.158.50","TLSv1.2","277","Client Hello"
"321","2.253971","52.114.158.50","10.12.14.191","TCP","66","443  >  53588 [SYN, ACK] Seq=0 Ack=1 Win=8190 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"322","2.254043","10.12.14.191","52.114.158.50","TCP","54","53588  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"323","2.254336","10.12.14.191","52.114.158.50","TLSv1.2","277","Client Hello"
"324","2.255480","52.114.158.50","10.12.14.191","TCP","54","443  >  53587 [ACK] Seq=1 Ack=224 Win=16384 Len=0"
"325","2.257619","52.114.158.50","10.12.14.191","TCP","54","443  >  53588 [ACK] Seq=1 Ack=224 Win=131072 Len=0"
"326","2.296534","fe80::f053:5c87:768b:d8e8","ff02::1:3","LLMNR","94","Standard query 0xefdf A vplkgtfzuhkfrt"
"327","2.296736","10.12.14.191","224.0.0.252","LLMNR","74","Standard query 0xefdf A vplkgtfzuhkfrt"
"328","2.297520","fe80::f053:5c87:768b:d8e8","ff02::1:3","LLMNR","88","Standard query 0xc310 A ltqacpqq"
"329","2.297587","fe80::f053:5c87:768b:d8e8","ff02::1:3","LLMNR","90","Standard query 0x45b2 A zmshmlctug"
"330","2.297743","10.12.14.191","224.0.0.252","LLMNR","68","Standard query 0xc310 A ltqacpqq"
"331","2.297761","10.12.14.191","224.0.0.252","LLMNR","70","Standard query 0x45b2 A zmshmlctug"
"332","2.335609","10.12.14.191","10.12.255.255","NBNS","92","Name query NB WPAD<00>"
"333","2.335916","10.12.14.191","10.12.255.255","NBNS","92","Name query NB WPAD<00>"
"334","2.336118","10.12.14.191","10.12.255.255","NBNS","92","Name query NB WPAD<00>"
"335","2.367713","10.12.14.191","10.12.255.255","NBNS","92","Name query NB WPAD<00>"
"336","2.381232","10.12.14.191","10.12.255.255","NBNS","92","Name query NB WPAD<00>"
"337","2.381315","10.12.14.191","10.12.255.255","NBNS","92","Name query NB WPAD<00>"
"338","2.381367","10.12.14.191","10.12.255.255","NBNS","92","Name query NB WPAD<00>"
"339","2.635459","10.12.14.191","10.12.255.255","NBNS","92","Name query NB VPLKGTFZUHKFRT<00>"
"340","2.635545","10.12.14.191","10.12.255.255","NBNS","92","Name query NB ZMSHMLCTUG<00>"
"341","2.635591","10.12.14.191","10.12.255.255","NBNS","92","Name query NB LTQACPQQ<00>"
"342","2.728491","10.12.14.191","40.90.22.183","TCP","54","53581  >  443 [FIN, ACK] Seq=1 Ack=1 Win=513 Len=0"
"343","2.729067","10.12.14.191","10.6.0.108","DNS","74","Standard query 0xa7a0 A login.live.com"
"344","2.733218","10.6.0.108","10.12.14.191","DNS","198","Standard query response 0xa7a0 A login.live.com CNAME login.msa.msidentity.com CNAME lgin.msa.trafficmanager.net A 40.90.22.184 A 40.90.22.183 A 40.90.22.186"
"345","2.733982","10.12.14.191","40.90.22.184","TCP","66","53589  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"346","2.737265","40.90.22.184","10.12.14.191","TCP","66","443  >  53589 [SYN, ACK] Seq=0 Ack=1 Win=8190 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"347","2.737348","10.12.14.191","40.90.22.184","TCP","54","53589  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"348","2.737612","10.12.14.191","40.90.22.184","TLSv1.2","261","Client Hello"
"349","2.740385","40.90.22.184","10.12.14.191","TCP","54","443  >  53589 [ACK] Seq=1 Ack=208 Win=131072 Len=0"
"350","2.751932","52.114.158.50","10.12.14.191","TCP","1514","443  >  53587 [ACK] Seq=1 Ack=224 Win=262656 Len=1460 [TCP segment of a reassembled PDU]"
"351","2.751995","10.12.14.191","52.114.158.50","TCP","54","53587  >  443 [ACK] Seq=224 Ack=1461 Win=262144 Len=0"
"352","2.752145","52.114.158.50","10.12.14.191","TCP","1514","443  >  53587 [ACK] Seq=1461 Ack=224 Win=262656 Len=1460 [TCP segment of a reassembled PDU]"
"353","2.752197","10.12.14.191","52.114.158.50","TCP","54","53587  >  443 [ACK] Seq=224 Ack=2921 Win=262144 Len=0"
"354","2.754264","52.114.158.50","10.12.14.191","TCP","1514","443  >  53587 [ACK] Seq=2921 Ack=224 Win=262656 Len=1460 [TCP segment of a reassembled PDU]"
"355","2.754341","10.12.14.191","52.114.158.50","TCP","54","53587  >  443 [ACK] Seq=224 Ack=4381 Win=262144 Len=0"
"356","2.754471","52.114.158.50","10.12.14.191","TCP","1514","443  >  53587 [ACK] Seq=4381 Ack=224 Win=262656 Len=1460 [TCP segment of a reassembled PDU]"
"357","2.754526","10.12.14.191","52.114.158.50","TCP","54","53587  >  443 [ACK] Seq=224 Ack=5841 Win=262144 Len=0"
"358","2.756062","52.114.158.50","10.12.14.191","TLSv1.2","260","Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"359","2.756136","10.12.14.191","52.114.158.50","TCP","54","53587  >  443 [ACK] Seq=224 Ack=6047 Win=261888 Len=0"
"360","2.758332","10.12.14.191","52.114.158.50","TLSv1.2","147","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"361","2.763243","52.114.158.50","10.12.14.191","TCP","1514","443  >  53588 [ACK] Seq=1 Ack=224 Win=262656 Len=1460 [TCP segment of a reassembled PDU]"
"362","2.763340","10.12.14.191","52.114.158.50","TCP","54","53588  >  443 [ACK] Seq=224 Ack=1461 Win=262144 Len=0"
"363","2.764669","52.114.158.50","10.12.14.191","TCP","1514","443  >  53588 [ACK] Seq=1461 Ack=224 Win=262656 Len=1460 [TCP segment of a reassembled PDU]"
"364","2.764760","10.12.14.191","52.114.158.50","TCP","54","53588  >  443 [ACK] Seq=224 Ack=2921 Win=262144 Len=0"
"365","2.765226","52.114.158.50","10.12.14.191","TCP","1514","443  >  53588 [ACK] Seq=2921 Ack=224 Win=262656 Len=1460 [TCP segment of a reassembled PDU]"
"366","2.765319","10.12.14.191","52.114.158.50","TCP","54","53588  >  443 [ACK] Seq=224 Ack=4381 Win=262144 Len=0"
"367","2.767311","52.114.158.50","10.12.14.191","TCP","1514","443  >  53588 [ACK] Seq=4381 Ack=224 Win=262656 Len=1460 [TCP segment of a reassembled PDU]"
"368","2.767455","10.12.14.191","52.114.158.50","TCP","54","53588  >  443 [ACK] Seq=224 Ack=5841 Win=262144 Len=0"
"369","2.768571","52.114.158.50","10.12.14.191","TLSv1.2","260","Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"370","2.768704","10.12.14.191","52.114.158.50","TCP","54","53588  >  443 [ACK] Seq=224 Ack=6047 Win=261888 Len=0"
"371","2.771835","10.12.14.191","52.114.158.50","TLSv1.2","147","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"372","2.886405","10.12.14.191","224.0.0.251","MDNS","74","Standard query 0x0000 A ltqacpqq.local, ""QM"" question"
"373","2.887158","fe80::f053:5c87:768b:d8e8","ff02::fb","MDNS","94","Standard query 0x0000 A ltqacpqq.local, ""QM"" question"
"374","2.888004","10.12.14.191","224.0.0.251","MDNS","80","Standard query 0x0000 A vplkgtfzuhkfrt.local, ""QM"" question"
"375","2.888621","fe80::f053:5c87:768b:d8e8","ff02::fb","MDNS","100","Standard query 0x0000 A vplkgtfzuhkfrt.local, ""QM"" question"
"376","2.889456","10.12.14.191","224.0.0.251","MDNS","80","Standard query 0x0000 A vplkgtfzuhkfrt.local, ""QM"" question"
"377","2.890133","fe80::f053:5c87:768b:d8e8","ff02::fb","MDNS","100","Standard query 0x0000 A vplkgtfzuhkfrt.local, ""QM"" question"
"378","2.891017","10.12.14.191","224.0.0.251","MDNS","74","Standard query 0x0000 A ltqacpqq.local, ""QM"" question"
"379","2.891686","fe80::f053:5c87:768b:d8e8","ff02::fb","MDNS","94","Standard query 0x0000 A ltqacpqq.local, ""QM"" question"
"380","2.892579","10.12.14.191","224.0.0.251","MDNS","76","Standard query 0x0000 A zmshmlctug.local, ""QM"" question"
"381","2.893213","fe80::f053:5c87:768b:d8e8","ff02::fb","MDNS","96","Standard query 0x0000 A zmshmlctug.local, ""QM"" question"
"382","2.894138","10.12.14.191","224.0.0.251","MDNS","76","Standard query 0x0000 A zmshmlctug.local, ""QM"" question"
"383","2.894710","fe80::f053:5c87:768b:d8e8","ff02::fb","MDNS","96","Standard query 0x0000 A zmshmlctug.local, ""QM"" question"
"384","3.012570","40.90.22.183","10.12.14.191","TCP","54","443  >  53581 [FIN, ACK] Seq=1 Ack=2 Win=1023 Len=0"
"385","3.012662","10.12.14.191","40.90.22.183","TCP","54","53581  >  443 [ACK] Seq=2 Ack=2 Win=513 Len=0"
"386","3.012998","52.114.158.50","10.12.14.191","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"387","3.013041","10.12.14.191","52.114.158.50","TCP","54","53587  >  443 [ACK] Seq=317 Ack=6098 Win=261632 Len=0"
"388","3.013483","10.12.14.191","52.114.158.50","TLSv1.2","588","Application Data"
"389","3.013554","10.12.14.191","52.114.158.50","TCP","1514","53587  >  443 [ACK] Seq=851 Ack=6098 Win=261632 Len=1460 [TCP segment of a reassembled PDU]"
"390","3.013556","10.12.14.191","52.114.158.50","TLSv1.2","1167","Application Data"
"391","3.043457","10.12.14.191","10.6.0.108","DNS","75","Standard query 0xe9dc A mail.google.com"
"392","3.051011","10.6.0.108","10.12.14.191","DNS","118","Standard query response 0xe9dc A mail.google.com CNAME googlemail.l.google.com A 172.217.166.197"
"393","3.051711","10.12.14.191","172.217.166.197","TCP","66","53590  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"394","3.054540","172.217.166.197","10.12.14.191","TCP","66","443  >  53590 [SYN, ACK] Seq=0 Ack=1 Win=8190 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"395","3.054591","10.12.14.191","172.217.166.197","TCP","54","53590  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"396","3.054863","10.12.14.191","172.217.166.197","TLSv1.3","639","Client Hello"
"397","3.057386","172.217.166.197","10.12.14.191","TCP","54","443  >  53590 [ACK] Seq=1 Ack=586 Win=130560 Len=0"
"398","3.072245","10.12.14.191","52.114.158.50","TCP","147","[TCP Retransmission] 53588  >  443 [PSH, ACK] Seq=224 Ack=6047 Win=261888 Len=93"
"399","3.085087","52.114.158.50","10.12.14.191","TCP","54","443  >  53588 [ACK] Seq=6047 Ack=317 Win=262656 Len=0"
"400","3.153798","172.217.166.197","10.12.14.191","TCP","54","[TCP Dup ACK 397#1] 443  >  53590 [ACK] Seq=1 Ack=586 Win=130560 Len=0"
"401","3.155148","172.217.166.197","10.12.14.191","TLSv1.3","266","Server Hello, Change Cipher Spec, Application Data"
"402","3.155562","10.12.14.191","172.217.166.197","TLSv1.3","118","Change Cipher Spec, Application Data"
"403","3.155727","10.12.14.191","172.217.166.197","TLSv1.3","140","Application Data"
"404","3.156224","10.12.14.191","172.217.166.197","TCP","1514","53590  >  443 [ACK] Seq=736 Ack=213 Win=131072 Len=1460 [TCP segment of a reassembled PDU]"
"405","3.156226","10.12.14.191","172.217.166.197","TLSv1.3","1062","Application Data"
"406","3.156312","10.12.14.191","172.217.166.197","TLSv1.3","161","Application Data"
"407","3.206905","172.217.166.197","10.12.14.191","TLSv1.3","634","Application Data, Application Data"
"408","3.207213","10.12.14.191","172.217.166.197","TLSv1.3","85","Application Data"
"409","3.207322","172.217.166.197","10.12.14.191","TLSv1.3","85","Application Data"
"410","3.209197","172.217.166.197","10.12.14.191","TCP","54","443  >  53590 [ACK] Seq=824 Ack=2196 Win=128000 Len=0"
"411","3.209545","172.217.166.197","10.12.14.191","TCP","54","443  >  53590 [ACK] Seq=824 Ack=3311 Win=128000 Len=0"
"412","3.213428","52.114.158.50","10.12.14.191","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"413","3.213684","10.12.14.191","52.114.158.50","TCP","54","53588  >  443 [ACK] Seq=317 Ack=6098 Win=261632 Len=0"
"414","3.214153","10.12.14.191","52.114.158.50","TLSv1.2","588","Application Data"
"415","3.236482","40.90.22.184","10.12.14.191","TCP","1514","443  >  53589 [ACK] Seq=1 Ack=208 Win=262656 Len=1460 [TCP segment of a reassembled PDU]"
"416","3.236942","40.90.22.184","10.12.14.191","TCP","1514","443  >  53589 [ACK] Seq=1461 Ack=208 Win=262656 Len=1460 [TCP segment of a reassembled PDU]"
"417","3.236942","40.90.22.184","10.12.14.191","TCP","1514","443  >  53589 [ACK] Seq=2921 Ack=208 Win=262656 Len=1460 [TCP segment of a reassembled PDU]"
"418","3.236943","40.90.22.184","10.12.14.191","TCP","1514","443  >  53589 [ACK] Seq=4381 Ack=208 Win=262656 Len=1460 [TCP segment of a reassembled PDU]"
"419","3.237031","10.12.14.191","40.90.22.184","TCP","54","53589  >  443 [ACK] Seq=208 Ack=5841 Win=131328 Len=0"
"420","3.238663","40.90.22.184","10.12.14.191","TLSv1.2","120","Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"421","3.240992","10.12.14.191","40.90.22.184","TLSv1.2","147","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"422","3.247546","10.12.14.191","172.217.166.197","TCP","54","53590  >  443 [ACK] Seq=3342 Ack=824 Win=130560 Len=0"
"423","3.263617","52.114.158.50","10.12.14.191","TCP","54","443  >  53587 [ACK] Seq=6098 Ack=2311 Win=262656 Len=0"
"424","3.263955","52.114.158.50","10.12.14.191","TCP","54","443  >  53587 [ACK] Seq=6098 Ack=3424 Win=261632 Len=0"
"425","3.279405","172.217.166.197","10.12.14.191","TCP","54","443  >  53590 [ACK] Seq=824 Ack=3342 Win=128000 Len=0"
"426","3.324756","52.114.158.50","10.12.14.191","TLSv1.2","481","Application Data"
"427","3.324817","10.12.14.191","52.114.158.50","TCP","54","53587  >  443 [ACK] Seq=3424 Ack=6525 Win=261376 Len=0"
"428","3.324996","10.12.14.191","52.114.158.50","TCP","54","53587  >  443 [FIN, ACK] Seq=3424 Ack=6525 Win=261376 Len=0"
"429","3.326003","52.114.158.50","10.12.14.191","TCP","66","[TCP Dup ACK 399#1] 443  >  53588 [ACK] Seq=6098 Ack=317 Win=262656 Len=0 SLE=224 SRE=317"
"430","3.329567","10.12.14.191","10.6.0.122","NBNS","110","Refresh NB DESKTOP-KEQCOJS<00>"
"431","3.387402","10.12.14.191","10.12.255.255","NBNS","92","Name query NB VPLKGTFZUHKFRT<00>"
"432","3.387570","10.12.14.191","10.12.255.255","NBNS","92","Name query NB ZMSHMLCTUG<00>"
